No	EventID	REF_MCP_timestamp	DUT_MCP_timestamp	REF_MCP_maxY	DUT_MCP_maxY	REF_MCP_e_peak	DUT_MCP_e_peak	TrackerX	TrackerY	
223	3210	141.9619	152.9343	0.4702	0.0037	2.7151	0.2966	0.0000	0.0000
224	3211	143.6151	0.0000	0.2639	0.0034	1.7042	0.1154	22.6466	32.5551
225	3216	152.8347	39.3098	0.0331	0.0026	0.1781	0.0426	29.4065	18.9434
226	3217	140.7258	0.0000	0.3403	0.0022	1.9232	0.0341	0.0000	0.0000
227	3218	164.4229	433.6585	0.1069	0.0032	0.7552	0.0591	0.0000	0.0000
228	3221	153.6750	0.0000	0.0409	0.0023	0.2251	0.1101	0.0000	0.0000
229	3223	142.1403	466.6758	0.1162	0.0030	0.6663	0.1447	27.9017	35.1696
230	3229	153.6269	141.4577	0.0862	0.0030	0.4663	0.0621	20.7472	37.5020
231	3231	163.9148	878.2817	0.0500	0.0028	0.2650	0.0777	21.9016	33.8125
232	3232	162.9357	254.0461	0.0789	0.0029	0.4356	0.0676	30.1555	36.7984
233	3234	154.2106	33.6597	0.0393	0.0026	0.2258	0.1210	0.0000	0.0000
234	3236	142.7378	395.0024	0.4157	0.0028	2.4102	0.0921	31.5179	28.1626
235	3237	155.3000	168.4083	0.5766	0.0058	3.6721	0.2203	24.5465	26.0561
236	3238	152.4118	0.0000	0.3775	0.0029	2.4961	0.1300	29.6745	32.0034
237	3241	154.7361	198.6711	0.0682	0.0029	0.3712	0.0905	20.8196	32.7305
238	3243	157.0960	169.5040	0.2830	0.0023	1.5615	0.0688	25.3865	22.8458
239	3246	143.1185	393.6579	0.0437	0.0026	0.2979	0.0576	0.0000	0.0000
240	3251	142.7443	370.2332	0.1211	0.0030	0.6894	0.0851	0.0000	0.0000
241	3252	150.2407	19.8361	0.2607	0.0022	1.6540	0.0357	18.8073	18.5846
242	3262	164.3627	175.9704	0.3824	0.0027	2.2265	0.1244	28.2898	34.1006
243	3266	164.2510	177.5138	0.2341	0.0042	1.4618	0.1716	0.0000	0.0000
244	3268	145.4633	897.3339	0.3075	0.0024	1.7462	0.1439	0.0000	0.0000
245	3269	152.6444	0.0000	0.1039	0.0021	0.6031	0.0685	32.5733	22.9163
246	3270	159.0481	258.7526	0.0690	0.0025	0.3896	0.0697	19.5704	34.9453
247	3271	159.5576	982.0424	0.2322	0.0034	1.5929	0.0555	0.0000	0.0000
248	3275	156.1665	177.6330	0.0504	0.0022	0.2766	0.1397	0.0000	0.0000
249	3285	159.4326	827.3479	0.3170	0.0032	1.7631	0.0629	0.0000	0.0000
250	3290	151.4094	696.2978	0.1446	0.0025	0.8864	0.2307	28.1377	33.5876
251	3291	164.2261	177.6443	0.1384	0.0039	0.7533	0.1204	0.0000	0.0000
252	3293	144.8346	0.0000	0.0629	0.0024	0.4015	0.1642	0.0000	0.0000
253	3295	145.1287	298.4620	0.5873	0.0030	3.7014	0.0745	31.1007	25.5394
254	3296	151.9833	225.7502	0.0490	0.0023	0.2928	0.1103	0.0000	0.0000
255	3297	144.2966	424.8673	0.1755	0.0027	1.1296	0.0514	32.3040	32.2467
256	3298	143.5734	0.0000	0.0897	0.0020	0.4913	0.0538	0.0000	0.0000
257	3302	145.3995	0.0000	0.0625	0.0035	0.3973	0.1114	35.4659	31.8430
258	3303	164.2345	0.0000	0.0753	0.0022	0.4275	0.0478	26.5820	15.8738
259	3307	158.6976	819.5017	0.0807	0.0029	0.5142	0.1704	17.9666	24.4280
260	3308	155.2793	168.9292	0.4780	0.0040	2.7126	0.1048	27.4576	29.1935
261	3310	160.7684	650.1148	0.0473	0.0025	0.3385	0.0647	31.4256	24.9237
262	3313	145.3357	0.0000	0.2874	0.0021	1.6113	0.0878	0.0000	0.0000
263	3315	162.4693	266.5617	0.0981	0.0024	0.5518	0.0574	34.1380	24.4091
264	3316	162.6931	176.5609	0.4054	0.0035	2.2457	0.1117	24.1315	25.5563
265	3318	155.7566	517.1782	0.1354	0.0025	0.7699	0.0865	34.1146	29.0488
266	3320	143.4022	640.1172	0.1113	0.0027	0.6066	0.1068	18.7023	22.7090
267	3326	165.5768	629.7253	0.1649	0.0026	1.0848	0.0625	31.8243	25.0915
268	3328	152.4691	78.2902	0.0460	0.0029	0.2630	0.0475	31.4120	35.7320
269	3329	158.3582	90.1625	0.0460	0.0030	0.2706	0.1879	21.9990	35.3909
270	3330	163.1400	379.2465	0.0514	0.0021	0.2847	0.0465	0.0000	0.0000
271	3332	143.6790	688.0862	0.3093	0.0033	1.7577	0.0664	19.9810	27.2889
272	3333	162.0341	175.0743	0.5636	0.0047	3.7161	0.1778	25.8836	26.5087
273	3335	148.6883	901.7162	0.4493	0.0032	2.5206	0.1264	27.5639	31.2306
274	3336	160.1250	663.8275	0.3889	0.0033	2.1931	0.0697	25.0483	33.0073
275	3339	157.7009	390.3093	0.3896	0.0024	2.4252	0.0397	0.0000	0.0000
276	3340	142.7607	570.1482	0.0694	0.0023	0.5242	0.0574	0.0000	0.0000
277	3341	162.8050	0.0000	0.5590	0.0025	3.2421	0.0788	25.6226	31.4239
278	3346	164.1859	0.0000	0.0495	0.0022	0.2876	0.0864	0.0000	0.0000
279	3350	151.7412	164.8762	0.2595	0.0081	1.4864	0.3049	0.0000	0.0000
280	3352	164.7462	0.0000	0.1215	0.0027	0.8638	0.0663	28.2506	18.6128
281	3355	157.8780	43.4821	0.2353	0.0030	1.3584	0.0881	30.2320	31.4330
282	3359	147.8082	0.0000	0.2099	0.0023	1.1930	0.0274	30.6057	24.5892
283	3364	156.3004	245.9031	0.1023	0.0022	0.5663	0.0403	0.0000	0.0000
284	3368	154.9987	670.0056	0.0359	0.0026	0.2060	0.0425	0.0000	0.0000
285	3371	143.6865	927.5278	0.0397	0.0027	0.2411	0.0422	0.0000	0.0000
286	3373	160.7071	897.3675	0.0365	0.0022	0.2056	0.0765	0.0000	0.0000
287	3374	142.5315	848.1624	0.0371	0.0027	0.2330	0.1070	0.0000	0.0000
288	3375	146.5050	341.1479	0.0987	0.0033	0.5676	0.1782	0.0000	0.0000
289	3376	159.5116	862.1061	0.0360	0.0031	0.2117	0.0695	0.0000	0.0000
290	3377	160.4473	0.0000	0.0367	0.0021	0.2051	0.0826	0.0000	0.0000
291	3380	148.5118	941.5453	0.0416	0.0028	0.2133	0.0903	0.0000	0.0000
292	3382	159.0868	53.6922	0.0535	0.0027	0.2958	0.0584	0.0000	0.0000
293	3384	164.7950	476.8404	0.0416	0.0031	0.2195	0.0441	0.0000	0.0000
294	3389	152.1831	0.0000	0.0852	0.0022	0.4882	0.1592	0.0000	0.0000
295	3393	143.5065	277.8653	0.0460	0.0026	0.2905	0.2437	0.0000	0.0000
296	3395	162.3334	0.0000	0.0417	0.0026	0.2423	0.2038	0.0000	0.0000
297	3396	154.7318	591.4513	0.0430	0.0022	0.2416	0.0502	0.0000	0.0000
298	3400	147.2818	664.7699	0.0356	0.0025	0.2119	0.0665	0.0000	0.0000
299	3403	156.8261	121.7256	0.0336	0.0028	0.2006	0.0494	0.0000	0.0000
300	3404	151.2150	676.6556	0.0377	0.0027	0.2484	0.0386	0.0000	0.0000
