No	EventID	REF_MCP_timestamp	DUT_MCP_timestamp	REF_MCP_maxY	DUT_MCP_maxY	REF_MCP_e_peak	DUT_MCP_e_peak	TrackerX	TrackerY	
173	93910	22.2098	2.4051	0.1413	0.1142	3.9455	4.5918	25.9677	26.6554
174	93911	22.1509	2.3634	0.1406	0.0982	4.0220	3.8217	0.0000	0.0000
175	93938	22.0333	2.2137	0.1283	0.0715	3.6186	3.1488	24.4788	30.9306
176	93956	22.3622	2.5665	0.1591	0.1507	4.4779	6.0962	23.2250	23.5948
177	93958	22.3666	2.5347	0.1225	0.1409	3.5085	5.9535	21.8132	30.0980
178	93962	22.4617	2.6319	0.1745	0.1593	5.1355	6.1124	25.4562	23.7242
179	93967	22.1180	2.3384	0.1303	0.0949	3.7526	3.7686	22.7620	28.9076
180	93977	21.9235	2.1302	0.1275	0.0633	3.5301	2.8218	24.7649	21.4158
181	93996	22.1395	2.3352	0.1572	0.1108	4.4760	4.5979	28.2231	30.5880
182	94007	22.3665	2.5111	0.1291	0.2112	3.5836	8.7565	0.0000	0.0000
183	94035	22.3490	2.5451	0.1368	0.1812	3.9083	7.4822	23.4738	28.4252
184	94036	22.5103	2.6515	0.1446	0.2367	4.0326	9.8201	22.9765	27.1454
185	94041	22.4685	2.6455	0.1530	0.1734	4.3861	7.2460	25.3218	26.4929
186	94049	22.1772	2.3930	0.1564	0.1120	4.3757	4.3676	24.9793	23.6733
187	94050	21.7264	1.9680	0.1215	0.0540	3.6243	2.0670	31.4276	20.9303
188	94054	22.4918	2.6718	0.1521	0.2364	4.4078	9.8365	28.1754	28.3171
189	94058	21.6292	1.8539	0.1433	0.0414	4.0236	1.6279	28.6417	32.0004
190	94067	22.1404	2.3521	0.1245	0.0840	3.5880	3.2661	29.0077	29.9174
191	94070	22.2733	2.4497	0.1292	0.1724	3.6858	8.5310	24.6600	26.8231
192	94074	21.6978	2.0803	0.1326	0.0472	3.7480	1.6555	24.2621	33.6413
193	94089	22.2430	2.4290	0.1338	0.1420	3.9099	5.5042	0.0000	0.0000
194	94093	21.5584	1.9081	0.2645	0.0496	7.6114	2.3174	30.2138	20.3598
195	94111	22.1520	2.3576	0.1391	0.0795	3.9929	3.0997	30.6757	23.8853
196	94128	22.3846	2.5622	0.1136	0.1430	3.3696	6.0610	29.6809	29.3016
197	94129	22.1218	2.3637	0.1235	0.1151	3.6533	4.7978	24.7886	25.8106
198	94140	22.2693	2.4336	0.1534	0.1152	4.4545	4.4711	27.1339	28.3765
199	94142	21.9838	2.1827	0.1570	0.0580	4.3084	2.6717	23.9549	31.1889
200	94148	22.2465	2.3973	0.1438	0.1110	4.0049	4.5414	27.1845	22.4503
201	94153	22.2292	2.4600	0.1287	0.0990	3.5282	4.1354	0.0000	0.0000
202	94160	22.2976	2.4769	0.1179	0.1747	3.2454	6.7085	0.0000	0.0000
203	94163	22.3743	2.5518	0.1162	0.1626	3.4183	6.2723	0.0000	0.0000
204	94170	21.2429	1.4866	0.7060	0.0362	18.6820	1.5530	0.0000	0.0000
205	94179	22.3454	2.5653	0.1602	0.2230	4.5949	10.0293	21.0227	27.8224
206	94185	22.4447	2.6354	0.1347	0.1637	3.7339	6.2061	26.5651	26.4183
207	94200	21.7935	2.0258	0.1826	0.0557	5.1016	2.1583	26.8413	21.0633
208	94201	21.4886	1.7831	0.1120	0.0485	3.4014	1.6803	0.0000	0.0000
209	94206	22.2480	2.4320	0.1310	0.1381	3.7169	5.4343	26.3930	27.6789
210	94214	22.0438	2.2816	0.1568	0.0756	4.4421	2.9971	0.0000	0.0000
211	94219	22.2752	2.4470	0.1470	0.1567	4.2008	6.3886	23.1110	30.0134
212	94220	22.1418	2.3334	0.1267	0.1141	3.6204	4.2470	28.6011	27.3853
