;Reco;X;Y;BadFlag;SigmaOutNoise;Baseline;risetime;Amplitude
14023;FALSE;;;;;;;
14024;FALSE;;;;;;;
14025;TRUE;23.3349;24.5522;FALSE;101.9183333;-0.000348749;8.30E-08;0.046336857
14026;FALSE;;;;;;;
14027;TRUE;30.4019;25.2804;FALSE;157.7935474;-0.000620906;7.98E-08;0.068587381
14028;TRUE;31.4752;25.1755;FALSE;196.787209;-0.001018794;8.08E-08;0.081501772
14029;TRUE;28.053;31.383;FALSE;110.1145107;-0.00060203;8.08E-08;0.046651772
14030;TRUE;28.3145;28.6102;FALSE;161.9994582;-0.001198005;8.12E-08;0.071051013
14031;TRUE;24.2546;23.8178;FALSE;213.1956497;-0.000494916;8.13E-08;0.090545926
14032;FALSE;;;;;;;
14033;TRUE;25.0452;28.3315;FALSE;149.3805659;-0.000706631;7.92E-08;0.062874233
14034;FALSE;;;;;;;
14035;TRUE;26.6328;21.9618;FALSE;183.4124094;-0.00052166;8.14E-08;0.077274359
14036;TRUE;31.4703;21.9353;FALSE;55.59966281;-0.000606167;9.17E-08;0.023836964
14037;TRUE;27.7631;23.7897;FALSE;384.5733086;-0.000875307;8.08E-08;0.152640613
14038;TRUE;32.3757;29.4384;TRUE;4.723900938;-0.000534623;2.00E-10;0.002070771
14039;TRUE;32.2946;23.7002;FALSE;102.8965658;-0.000883915;8.52E-08;0.04252746
14040;TRUE;26.8986;21.8944;FALSE;166.2770483;-0.001180457;8.40E-08;0.070689773
14041;FALSE;;;;;;;
14042;TRUE;28.3224;31.1075;FALSE;18.82908743;-0.000532653;8.67E-08;0.008335814
14043;TRUE;25.3837;20.487;FALSE;81.42268558;-0.000750202;8.81E-08;0.032687992
14044;TRUE;27.4002;21.7582;FALSE;244.9600137;-0.000509709;8.27E-08;0.105039463
14045;TRUE;29.1772;28.4719;FALSE;134.920555;-0.001089807;7.88E-08;0.057953309
14046;TRUE;29.2775;30.0494;FALSE;18.62413489;-0.000499791;1.20E-07;0.008249329
14047;TRUE;24.7951;30.8519;FALSE;17.04088422;-0.000659745;9.67E-08;0.007451136
14048;TRUE;33.7018;24.4366;FALSE;47.53127019;-0.000651161;9.78E-08;0.020860208
14049;TRUE;31.4107;21.8156;FALSE;49.98671578;-0.000375842;9.20E-08;0.021719283
14050;TRUE;25.1669;23.5334;FALSE;274.6216942;-0.000232532;8.00E-08;0.11459969
14051;TRUE;29.0908;24.2421;FALSE;262.8344712;-0.000975662;8.10E-08;0.106348134
14052;FALSE;;;;;;;
14053;TRUE;33.0513;26.1954;FALSE;34.85922311;-0.000563626;9.43E-08;0.014578293
14054;TRUE;31.8381;25.3084;FALSE;60.99929879;-0.000732447;1.01E-07;0.028502689
14055;TRUE;30.8324;21.221;FALSE;30.00299345;-0.000644718;1.22E-07;0.0122893
14056;TRUE;27.9307;30.5204;FALSE;17.3691655;-0.00047532;8.30E-08;0.008112942
14057;TRUE;24.5276;28.8409;FALSE;117.2676624;-0.000618645;7.97E-08;0.050734433
14058;TRUE;31.7969;24.1037;FALSE;160.2441075;-0.000798759;8.22E-08;0.066471453
14059;TRUE;24.7368;25.5524;FALSE;287.9064444;-0.000458253;8.00E-08;0.126287821
14060;TRUE;29.8786;27.3161;FALSE;170.6816418;-0.000847314;7.97E-08;0.071744177
14061;FALSE;;;;;;;
14062;TRUE;25.3972;19.906;FALSE;135.8178736;-0.000720294;8.53E-08;0.059625251
14063;TRUE;31.1649;24.0317;FALSE;119.5834989;-0.000648289;8.27E-08;0.050229997
14064;TRUE;26.7105;23.8932;FALSE;197.4989575;-0.000644936;8.19E-08;0.087637969
14065;TRUE;30.5676;24.2355;FALSE;100.3990247;-0.000753956;8.63E-08;0.042312352
14066;TRUE;32.2509;23.4271;FALSE;55.79822491;-0.000799712;9.15E-08;0.023570772
14067;TRUE;31.5039;23.0812;FALSE;107.2367556;-0.000805779;8.22E-08;0.046873515
14068;TRUE;24.1479;26.1818;FALSE;220.7608789;-0.000568597;7.90E-08;0.092651607
14069;TRUE;27.8467;31.7869;FALSE;55.19531641;-0.000619573;9.86E-08;0.0225341
14070;FALSE;;;;;;;
14071;TRUE;32.2624;24.9351;FALSE;44.9860251;-0.000777266;9.40E-08;0.019185198
14072;FALSE;;;;;;;
14073;FALSE;;;;;;;
14074;FALSE;;;;;;;
14075;TRUE;27.6956;30.6441;FALSE;33.29663305;-0.000196758;1.15E-07;0.014107146
14076;TRUE;30.1341;20.9564;FALSE;118.5250339;-0.000455336;8.62E-08;0.064360498
14077;FALSE;;;;;;;
14078;FALSE;;;;;;;
14079;TRUE;28.3129;26.3968;FALSE;120.6301561;-0.000681235;8.48E-08;0.05203654
14080;FALSE;;;;;;;
14081;TRUE;32.4382;23.7594;FALSE;25.85175569;-0.00107697;9.78E-08;0.011081298
14082;TRUE;32.8468;25.9033;TRUE;4.817171222;-0.000454749;2.00E-10;0.001997573
14083;FALSE;;;;;;;
14084;TRUE;30.1333;20.9219;FALSE;74.20421037;-0.000585888;8.85E-08;0.031155515
14085;TRUE;32.4308;26.8661;FALSE;12.05588767;-0.000666561;6.73E-08;0.005311658
14086;FALSE;;;;;;;
14087;FALSE;;;;;;;
14088;TRUE;27.8202;24.6401;FALSE;156.4405829;-0.001073693;8.30E-08;0.06855231
14089;FALSE;;;;;;;
14090;TRUE;32.7957;25.1473;FALSE;165.1271125;-0.000339149;8.18E-08;0.071627074
14091;TRUE;31.193;28.7959;FALSE;39.18829084;-0.000646899;1.04E-07;0.016269644
14092;TRUE;22.6568;25.9466;FALSE;172.5258224;-0.000946569;7.90E-08;0.074096707
14093;TRUE;25.5649;25.7883;FALSE;230.0783433;-0.00092935;7.95E-08;0.09332086
14094;TRUE;25.9615;22.6924;FALSE;216.4957839;-0.00041643;8.16E-08;0.091065472
14095;TRUE;28.0261;23.9409;FALSE;329.4951991;-0.000816886;8.08E-08;0.134278234
14096;FALSE;;;;;;;
14097;TRUE;23.1012;24.6331;FALSE;118.8336799;-0.000533933;8.43E-08;0.049415535
14098;TRUE;29.002;26.0257;FALSE;143.213511;-0.000702621;8.12E-08;0.057198925
14099;TRUE;26.7289;30.8608;FALSE;21.38864329;-0.000551325;9.88E-08;0.009331583
14100;FALSE;;;;;;;
14101;FALSE;;;;;;;
14102;TRUE;34.2886;26.9041;FALSE;5.057713154;-0.000333371;1.00E-10;0.0020463
14103;FALSE;;;;;;;
14104;TRUE;28.2019;28.965;FALSE;107.3915104;-0.000828084;7.95E-08;0.046220753
14105;TRUE;24.8845;21.4178;FALSE;241.9631567;-0.000342256;8.14E-08;0.109072694
14106;FALSE;;;;;;;
14107;FALSE;;;;;;;
14108;TRUE;28.3604;22.0369;FALSE;298.4717289;-0.000808298;8.12E-08;0.127847314
14109;TRUE;29.727;31.3018;FALSE;8.141165492;-0.000556533;7.37E-08;0.003483604
14110;FALSE;;;;;;;
14111;TRUE;35.8365;25.5676;FALSE;7.856116916;-0.000621295;7.11E-08;0.003449978
14112;FALSE;;;;;;;
14113;TRUE;30.489;88.9502;TRUE;3.805111077;-0.001062259;1.00E-10;0.001584642
14114;TRUE;23.0201;27.5133;FALSE;116.2729697;-0.000589763;8.05E-08;0.047450165
14115;TRUE;32.5333;24.1598;FALSE;47.06465255;-0.000188027;9.01E-08;0.021997905
14116;FALSE;;;;;;;
14117;TRUE;28.1092;25.6717;FALSE;227.5001669;-0.000763995;7.99E-08;0.110010462
14118;TRUE;29.6132;21.0476;FALSE;67.16622452;-0.000831912;8.85E-08;0.027985514
14119;FALSE;;;;;;;
14120;TRUE;29.1702;21.1642;FALSE;218.6452557;-0.000677023;8.11E-08;0.089001712
14121;TRUE;28.6408;22.0256;FALSE;199.7082296;-0.00044661;8.15E-08;0.083306335
14122;TRUE;30.1297;23.5836;FALSE;265.1252453;-0.000455197;8.04E-08;0.107021678
14123;FALSE;;;;;;;
14124;TRUE;28.1074;30.2192;FALSE;50.5971223;-0.000577921;1.09E-07;0.021000905
14125;TRUE;31.1306;27.927;FALSE;58.33585733;-0.000819096;9.95E-08;0.024308978
14126;TRUE;28.3869;21.9437;FALSE;212.9564637;-0.000920462;7.92E-08;0.086874684
14127;TRUE;23.901;28.7837;FALSE;79.58627753;-0.000753705;8.50E-08;0.032640382
14128;TRUE;26.2212;31.0633;FALSE;5.709003897;-0.000771653;1.60E-09;0.002451223
14129;TRUE;21.6198;30.7329;TRUE;3.796197222;-0.000886369;4.00E-10;0.001578923
14130;TRUE;26.202;19.9549;FALSE;132.2859094;-0.000424499;8.32E-08;0.066902792
14131;FALSE;;;;;;;
14132;TRUE;29.9989;29.2301;FALSE;36.7123031;-0.000271399;1.12E-07;0.015565842
14133;TRUE;26.9018;23.6185;FALSE;251.0616271;-0.000656492;8.19E-08;0.104293354
14134;TRUE;29.4371;24.4196;FALSE;273.8935247;-0.000627894;7.92E-08;0.112175446
14135;TRUE;25.4359;28.4738;FALSE;134.2679578;-0.000681684;8.04E-08;0.057928155
14136;TRUE;22.1783;25.3432;FALSE;148.6350648;-0.000530679;8.05E-08;0.06259096
14137;TRUE;30.784;20.844;FALSE;198.118668;-0.000582794;8.16E-08;0.096075093
14138;TRUE;24.0318;23.3557;FALSE;176.2568519;-0.000376639;8.37E-08;0.079323727
14139;TRUE;30.5862;26.1227;FALSE;140.9766094;-0.000651711;8.07E-08;0.062661922
14140;FALSE;;;;;;;
14141;TRUE;27.2148;23.5413;FALSE;161.2096092;-0.000323302;8.51E-08;0.068552897
14142;TRUE;25.2547;29.6088;FALSE;101.4977586;-0.00071505;8.31E-08;0.042735242
14143;FALSE;;;;;;;
14144;TRUE;30.5315;25.7749;FALSE;267.7476768;-0.000516753;7.82E-08;0.107966777
14145;TRUE;32.0784;27.4519;FALSE;13.0711172;-0.000496563;8.07E-08;0.005336362
14146;TRUE;29.2404;21.5527;FALSE;120.6140048;-0.000926145;8.34E-08;0.050421744
14147;TRUE;28.5316;26.9583;FALSE;282.571599;-0.000672639;7.95E-08;0.112143673
14148;TRUE;26.0731;22.2072;FALSE;120.5461749;-0.000387037;8.90E-08;0.052688776
14149;TRUE;29.3397;24.6492;FALSE;267.1831552;-0.000336881;8.03E-08;0.115670641
14150;TRUE;31.9623;25.4659;FALSE;116.8033044;-0.000960102;8.29E-08;0.050232118
14151;TRUE;32.5377;21.9883;TRUE;3.93665366;-0.00026817;1.00E-10;0.001714548
14152;TRUE;29.2856;24.0195;FALSE;172.2428801;-0.000757201;8.07E-08;0.076120371
14153;FALSE;;;;;;;
14154;TRUE;31.7645;31.0753;TRUE;4.382082394;-0.000728518;3.00E-10;0.00178866
14155;TRUE;27.4377;28.3415;FALSE;130.1114782;-0.000411668;8.11E-08;0.054187103
14156;FALSE;;;;;;;
14157;TRUE;28.9687;27.1981;FALSE;143.0122281;-0.000625758;8.16E-08;0.064721943
14158;TRUE;28.7606;29.7411;FALSE;77.27585341;-0.000617945;8.05E-08;0.033982578
14159;TRUE;26.3316;27.9711;FALSE;205.6140495;-0.000845127;7.89E-08;0.084171332
14160;TRUE;30.5645;25.4286;FALSE;130.2154994;-0.00123786;8.31E-08;0.05446616
14161;TRUE;32.8857;25.7028;TRUE;3.884664555;-0.000633584;2.00E-10;0.001681229
14162;TRUE;27.9914;29.4073;FALSE;146.2203483;-0.000600515;7.98E-08;0.059825459
14163;FALSE;;;;;;;
14164;FALSE;;;;;;;
14165;FALSE;;;;;;;
14166;FALSE;;;;;;;
14167;FALSE;;;;;;;
14168;TRUE;27.9823;29.172;FALSE;156.4890803;-0.000808892;7.82E-08;0.063521775
14169;TRUE;26.0309;21.7603;FALSE;157.7178071;-0.000785038;8.28E-08;0.066147894
14170;TRUE;32.1448;28.649;FALSE;44.09120896;-0.000394231;9.35E-08;0.018730217
14171;FALSE;;;;;;;
14172;TRUE;32.1381;23.8184;FALSE;78.85484878;-0.000571835;8.68E-08;0.032811873
14173;TRUE;31.5527;26.4278;FALSE;208.9222878;-0.000285134;8.02E-08;0.086710915
14174;TRUE;24.2555;21.0715;FALSE;248.1827398;-0.000658031;8.28E-08;0.100872298
14175;TRUE;27.8808;29.0318;FALSE;63.6586758;-0.000724921;8.58E-08;0.02557067
14176;TRUE;32.6691;24.4606;FALSE;44.26808555;-0.00087298;1.08E-07;0.019608379
14177;FALSE;;;;;;;
14178;TRUE;33.2483;28.8667;TRUE;4.056102668;-0.000960918;3.00E-10;0.001636689
14179;TRUE;31.7159;24.7035;FALSE;65.99621474;-0.000566895;9.45E-08;0.027223115
14180;FALSE;;;;;;;
14181;TRUE;25.1879;33.2307;TRUE;3.641086005;-0.00056521;2.00E-10;0.001632853
14182;TRUE;29.3871;26.0893;FALSE;197.1675231;-0.000505132;8.18E-08;0.080461341
14183;TRUE;24.7489;23.6518;FALSE;242.5548924;-0.000477595;8.12E-08;0.105188327
14184;TRUE;31.8909;31.0303;TRUE;3.073835153;-0.000992579;1.00E-10;0.001265156
14185;TRUE;25.3202;24.3523;FALSE;264.3420906;-0.000490031;8.16E-08;0.123892473
14186;FALSE;;;;;;;
14187;TRUE;28.3646;22.8748;FALSE;177.751776;-0.000685649;8.15E-08;0.074668965
14188;TRUE;30.4139;29.4619;FALSE;23.62156335;-0.000492977;9.38E-08;0.009675326
14189;TRUE;27.4843;25.9304;FALSE;161.5741622;-0.001054728;8.21E-08;0.066000147
14190;TRUE;27.7386;29.3444;FALSE;147.261321;-0.000611607;7.95E-08;0.063555609
14191;TRUE;27.0353;23.8215;FALSE;250.6826061;-0.000643187;8.11E-08;0.10286413
14192;TRUE;28.4168;23.7095;FALSE;218.5634987;-0.000638252;8.27E-08;0.089048269
14193;TRUE;29.8645;30.1335;FALSE;51.67951922;-0.000785725;8.97E-08;0.021288647
14194;FALSE;;;;;;;
14195;TRUE;29.8314;21.226;FALSE;156.7638357;-0.000735276;8.33E-08;0.063958622
14196;TRUE;30.5278;30.5709;TRUE;4.393869526;-0.000388416;5.00E-10;0.001827804
14197;FALSE;;;;;;;
14198;TRUE;29.4249;30.0827;FALSE;43.51539844;-0.00060362;9.65E-08;0.01758422
14199;TRUE;28.1606;23.5522;FALSE;258.5135351;-0.001042445;8.04E-08;0.10340407
14200;TRUE;24.0807;26.2213;FALSE;354.8271671;-0.000744441;4.89E-08;0.152771479
14201;TRUE;32.3057;30.7815;TRUE;4.477071516;-0.000367812;2.00E-10;0.002066344
14202;TRUE;27.477;21.6095;FALSE;147.1474309;-0.000731205;8.13E-08;0.06171068
14203;TRUE;29.9144;29.7836;FALSE;15.07865896;-0.000569888;9.68E-08;0.006518766
14204;FALSE;;;;;;;
14205;FALSE;;;;;;;
14206;TRUE;29.2456;29.6745;FALSE;47.55690981;-0.000306764;9.51E-08;0.020472961
14207;TRUE;32.9819;25.8012;FALSE;71.04179309;-0.000661738;8.93E-08;0.028840628
14208;TRUE;27.9991;28.8369;FALSE;225.1921529;-0.000639489;7.83E-08;0.096280443
14209;TRUE;27.5058;25.7551;FALSE;139.3809518;-0.000273646;8.01E-08;0.074066526
14210;TRUE;32.0737;31.7853;TRUE;3.595094203;-0.000604207;1.00E-10;0.001557527
14211;FALSE;;;;;;;
14212;TRUE;32.5613;24.5016;FALSE;54.47218693;2.36E-05;1.22E-07;0.022863343
14213;TRUE;27.7709;29.6622;FALSE;57.80310727;-0.000956138;8.77E-08;0.023499965
14214;TRUE;29.9276;20.6968;FALSE;131.358385;-0.000747594;8.66E-08;0.05156285
14215;TRUE;30.4025;22.1868;FALSE;141.9850275;-0.000494703;8.23E-08;0.060574704
14216;TRUE;26.4721;23.5893;FALSE;136.7450616;-0.000602884;8.20E-08;0.067194009
14217;FALSE;;;;;;;
14218;TRUE;29.7276;22.0709;FALSE;200.560966;-0.000705471;7.92E-08;0.089764582
14219;TRUE;24.3219;25.1859;FALSE;327.3704006;-0.000734521;8.01E-08;0.136654111
14220;TRUE;26.164;30.0954;FALSE;85.14461014;-0.001292995;7.88E-08;0.035803416
14221;TRUE;24.1996;22.9461;FALSE;171.9291493;-0.000517375;8.42E-08;0.072118223
14222;FALSE;;;;;;;
14223;TRUE;24.7932;23.5125;FALSE;190.1435265;-0.00057211;8.17E-08;0.081224595
14224;FALSE;;;;;;;
14225;TRUE;25.813;20.8126;FALSE;168.1400088;-0.000817724;8.22E-08;0.071459837
14226;FALSE;;;;;;;
14227;FALSE;;;;;;;
14228;FALSE;;;;;;;
14229;TRUE;34.1616;25.7219;FALSE;14.21731002;-0.000871149;1.06E-07;0.005802388
14230;TRUE;26.8482;29.2201;FALSE;75.12713285;-0.000603955;8.08E-08;0.032149296
14231;TRUE;32.4082;23.886;FALSE;89.75735378;-0.000643173;9.31E-08;0.03748584
14232;TRUE;27.3912;28.156;FALSE;148.6953354;-0.00106278;7.83E-08;0.063314587
14233;FALSE;;;;;;;
14234;FALSE;;;;;;;
14235;TRUE;34.208;29.8504;TRUE;3.666476748;-0.000656737;2.00E-10;0.001598397
14236;FALSE;;;;;;;
14237;TRUE;24.8748;27.5127;FALSE;194.8878465;-0.000360949;8.04E-08;0.080501744
14238;FALSE;;;;;;;
14239;FALSE;;;;;;;
14240;FALSE;;;;;;;
14241;TRUE;29.5354;21.21;FALSE;123.2820795;-0.000788848;8.62E-08;0.04946936
14242;TRUE;22.4452;23.8486;FALSE;137.3513146;-0.000406241;8.27E-08;0.058561636
14243;TRUE;30.3595;28.4749;FALSE;60.91017276;-0.000341911;9.26E-08;0.025504835
14244;TRUE;25.4888;24.3268;FALSE;204.0416708;-0.000457581;8.41E-08;0.096407864
14245;FALSE;;;;;;;
14246;TRUE;25.1933;27.9837;FALSE;109.3135931;-0.00065876;8.14E-08;0.045505358
14247;TRUE;24.1779;29.071;FALSE;42.83919997;-0.000693879;8.96E-08;0.017807894
14248;TRUE;29.9348;26.0182;FALSE;141.3334796;-0.000597525;8.00E-08;0.060282484
14249;TRUE;27.5348;25.0394;FALSE;266.0235218;-0.000843391;7.99E-08;0.111757577
14250;FALSE;;;;;;;
14251;FALSE;;;;;;;
14252;TRUE;33.3089;24.9744;FALSE;27.86866233;-0.000676447;9.52E-08;0.01140658
14253;TRUE;29.4002;35.0918;TRUE;3.988151456;-0.000748702;1.00E-10;0.001672484
14254;TRUE;27.4195;27.6087;FALSE;202.8208021;-0.00042932;7.71E-08;0.087441069
14255;FALSE;;;;;;;
14256;FALSE;;;;;;;
14257;TRUE;27.03;29.1209;FALSE;122.023327;-0.000544578;7.97E-08;0.050637268
14258;TRUE;25.5488;26.6273;FALSE;332.6298762;-0.000338685;7.97E-08;0.147147674
14259;TRUE;20.5895;34.4064;TRUE;3.710208394;-0.000496472;1.00E-10;0.001771641
14260;TRUE;23.7539;25.4421;FALSE;276.1501467;-0.000822246;7.91E-08;0.118573665
14261;TRUE;30.8494;30.1283;FALSE;23.36484419;-0.000595287;1.13E-07;0.010519999
14262;TRUE;28.7488;26.0908;FALSE;231.4568528;-0.000486502;8.03E-08;0.091859362
14263;TRUE;28.8257;19.3576;FALSE;63.6406841;-0.000394289;8.83E-08;0.026557706
14264;TRUE;26.6158;23.6496;FALSE;339.7617778;-0.000607825;8.10E-08;0.138293379
14265;TRUE;31.1135;24.481;FALSE;266.4217135;-0.000719997;8.06E-08;0.110220504
14266;TRUE;30.4942;32.5318;TRUE;4.0947458;-0.000740516;2.00E-10;0.001771477
14267;TRUE;26.2919;27.6777;FALSE;169.3642162;-0.001134576;7.92E-08;0.077948308
14268;FALSE;;;;;;;
14269;TRUE;29.9539;25.2827;FALSE;172.1720754;-0.000782983;8.13E-08;0.074540494
14270;TRUE;26.2507;26.8958;FALSE;185.4892091;-0.00076268;7.86E-08;0.076903617
14271;FALSE;;;;;;;
14272;FALSE;;;;;;;
14273;FALSE;;;;;;;
14274;TRUE;28.4276;25.8195;FALSE;305.6758326;-0.000613023;8.00E-08;0.125868421
14275;TRUE;25.9116;29.6391;FALSE;53.09999691;-0.000726297;8.82E-08;0.022095286
14276;TRUE;28.1787;31.3315;TRUE;3.967022216;-0.000661482;2.00E-10;0.001681868
14277;FALSE;;;;;;;
14278;FALSE;;;;;;;
14279;FALSE;;;;;;;
14280;FALSE;;;;;;;
14281;FALSE;;;;;;;
14282;TRUE;30.3375;25.4049;FALSE;306.3755903;-0.00057705;8.02E-08;0.132525501
14283;FALSE;;;;;;;
14284;FALSE;;;;;;;
14285;TRUE;26.9343;27.1925;FALSE;187.3710441;-0.000890666;7.89E-08;0.077743372
14286;TRUE;28.1078;27.7942;FALSE;388.2955686;-0.000674357;6.76E-08;0.152841563
14287;TRUE;30.2381;22.5297;FALSE;135.4669397;-0.000736806;8.30E-08;0.054790792
14288;FALSE;;;;;;;
14289;TRUE;32.1716;25.2765;FALSE;103.0957982;-0.000911773;8.24E-08;0.043469935
14290;TRUE;30.7498;22.9555;FALSE;137.0140583;-0.000652766;8.42E-08;0.058717257
14291;TRUE;33.63;27.9558;FALSE;5.319233697;3.85E-05;4.00E-09;0.002433788
14292;FALSE;;;;;;;
14293;TRUE;29.6748;19.664;FALSE;79.45477118;-0.000846305;8.54E-08;0.034864652
14294;TRUE;31.7973;27.6097;FALSE;30.67410482;-0.000867546;1.05E-07;0.013335172
14295;FALSE;;;;;;;
14296;TRUE;30.3049;24.1287;FALSE;129.6009294;-0.000402359;8.20E-08;0.056061844
14297;TRUE;27.1108;30.4261;FALSE;36.64784554;-0.000678164;1.08E-07;0.015579383
14298;TRUE;27.0727;31.8046;FALSE;28.62174073;-0.00066713;9.68E-08;0.011947769
14299;TRUE;26.1211;28.3187;FALSE;154.7363548;-0.000558498;8.06E-08;0.061880795
14300;TRUE;28.6242;31.9601;TRUE;4.359123863;-0.000431781;2.00E-10;0.001849303
14301;TRUE;30.6428;26.8748;FALSE;89.3288479;-0.000436669;8.05E-08;0.03704113
14302;TRUE;22.9326;28.8495;FALSE;113.053473;-0.001002975;8.14E-08;0.048041016
14303;TRUE;30.9735;30.7513;TRUE;3.415886189;-0.000676055;1.00E-10;0.001467522
14304;TRUE;30.5475;22.6132;FALSE;305.8374048;-0.000439566;8.09E-08;0.132268626
14305;FALSE;;;;;;;
14306;TRUE;31.6409;23.1725;FALSE;61.18479182;-0.000877824;8.69E-08;0.025041565
14307;FALSE;;;;;;;
14308;FALSE;;;;;;;
14309;TRUE;16.3987;86.6483;TRUE;4.790190865;-0.000505871;2.00E-10;0.002034658
14310;FALSE;;;;;;;
14311;TRUE;25.0482;26.6923;FALSE;160.4205368;-0.000686623;7.95E-08;0.075594217
14312;TRUE;30.5255;21.2764;FALSE;63.60693132;-0.000176595;9.34E-08;0.027906591
14313;TRUE;25.4079;30.9687;FALSE;18.17518777;-0.000373405;1.03E-07;0.007815308
14314;TRUE;24.6962;22.1926;FALSE;165.439814;-0.000239495;8.53E-08;0.067837599
14315;FALSE;;;;;;;
14316;TRUE;25.0322;23.9339;FALSE;269.5381083;-0.000991267;7.81E-08;0.11247107
14317;TRUE;23.9233;24.2317;FALSE;186.279476;-0.000583326;7.95E-08;0.075635249
14318;FALSE;;;;;;;
14319;TRUE;23.8593;24.363;FALSE;176.3721808;-0.000518833;8.24E-08;0.073686424
14320;FALSE;;;;;;;
14321;FALSE;;;;;;;
14322;TRUE;29.1808;22.8857;FALSE;188.3536784;-0.000564943;8.05E-08;0.077020925
14323;TRUE;31.4695;22.1917;FALSE;49.16694425;-0.000775335;8.84E-08;0.024350146
14324;FALSE;;;;;;;
14325;TRUE;22.5851;25.217;FALSE;175.7054911;-0.000589616;8.18E-08;0.070907004
14326;TRUE;24.8901;30.9054;TRUE;4.443269121;-0.00086283;2.00E-10;0.001848935
14327;TRUE;25.4003;26.4437;FALSE;314.1716628;-0.000720443;8.00E-08;0.127369581
14328;TRUE;29.3419;30.7105;FALSE;5.135224226;-0.00061265;3.00E-10;0.002135437
14329;TRUE;25.2929;30.8813;FALSE;31.25952679;-0.000305726;1.15E-07;0.01283585
14330;TRUE;31.2091;25.497;FALSE;119.7077311;-0.000893264;7.88E-08;0.048594383
14331;TRUE;30.0647;26.5565;FALSE;207.2966912;-0.000768796;8.13E-08;0.084455221
14332;FALSE;;;;;;;
14333;TRUE;32.3603;27.9647;FALSE;13.94248877;-0.00055836;1.03E-07;0.006063288
14334;TRUE;30.1677;22.2617;FALSE;152.6847381;-0.000455975;8.21E-08;0.066811644
14335;TRUE;24.2185;23.966;FALSE;167.7922277;-0.000610501;8.20E-08;0.07195764
14336;TRUE;26.151;24.1968;FALSE;193.987501;-0.000459985;8.09E-08;0.103337913
14337;TRUE;32.5588;23.3357;FALSE;27.97096239;-0.000618829;1.01E-07;0.01136042
14338;FALSE;;;;;;;
14339;TRUE;23.9389;30.2304;FALSE;24.56666042;-0.00086879;1.07E-07;0.01000521
14340;FALSE;;;;;;;
14341;TRUE;24.4852;21.656;FALSE;270.4229873;-0.000876816;8.13E-08;0.111140398
14342;FALSE;;;;;;;
14343;FALSE;;;;;;;
14344;TRUE;27.8425;21.475;FALSE;112.9155333;-0.000451473;8.49E-08;0.048200751
14345;FALSE;;;;;;;
14346;TRUE;24.8784;24.556;FALSE;288.8170973;-0.000371906;8.10E-08;0.124251885
14347;TRUE;32.8394;27.2126;FALSE;14.90433343;-0.00083307;9.12E-08;0.006073972
14348;TRUE;27.9041;31.2857;FALSE;35.83921671;-0.000389617;1.16E-07;0.015546214
14349;FALSE;;;;;;;
14350;TRUE;31.0554;23.8969;FALSE;179.903865;-0.000534517;7.93E-08;0.077772612
14351;FALSE;;;;;;;
14352;TRUE;33.8549;27.0672;FALSE;16.45967106;-0.000335983;7.49E-08;0.007230055
14353;TRUE;32.3055;22.3686;FALSE;51.0283874;-0.000905353;8.76E-08;0.023781658
14354;TRUE;25.721;23.7383;FALSE;162.197478;-0.000298276;8.36E-08;0.072627903
14355;TRUE;23.663;28.0341;FALSE;277.6497134;-0.000268193;7.81E-08;0.1208297
14356;FALSE;;;;;;;
14357;FALSE;;;;;;;
14358;FALSE;;;;;;;
14359;TRUE;28.3625;30.0307;FALSE;35.01677964;-0.000861222;1.04E-07;0.014278105
14360;FALSE;;;;;;;
14361;TRUE;27.0295;30.3169;FALSE;92.13097165;-0.000717092;8.11E-08;0.039635391
14362;TRUE;24.7382;24.2055;FALSE;238.3513829;-0.000991443;8.17E-08;0.095902545
14363;FALSE;;;;;;;
14364;TRUE;27.3324;30.2064;FALSE;64.67170873;-0.000517136;8.80E-08;0.027540108
14365;FALSE;;;;;;;
14366;TRUE;32.9883;24.3938;FALSE;22.06637013;-0.000739981;9.60E-08;0.009755227
14367;TRUE;25.0042;23.4134;FALSE;323.9274429;-0.000714038;8.03E-08;0.130886312
14368;TRUE;30.2257;21.5765;FALSE;193.2165563;-0.000431344;8.19E-08;0.077489212
14369;TRUE;34.01;33.1285;TRUE;4.112185512;-0.000542207;2.00E-10;0.001806336
14370;TRUE;27.9066;22.7703;FALSE;242.4292018;-0.000649952;8.20E-08;0.103490419
14371;TRUE;32.0977;24.4079;FALSE;30.94247478;-0.00099567;9.94E-08;0.012514322
14372;TRUE;28.7658;20.2646;FALSE;155.0379194;-0.000910754;8.49E-08;0.063635257
14373;TRUE;25.9047;21.8661;FALSE;210.5865925;-0.000779785;8.19E-08;0.089659132
14374;TRUE;26.446;27.4773;FALSE;280.327779;-0.000725667;7.86E-08;0.115647679
14375;TRUE;28.5386;29.4606;FALSE;106.7444977;-0.000663586;8.01E-08;0.046525352
14376;TRUE;30.469;25.4764;FALSE;154.4959651;-0.001091066;7.92E-08;0.063286301
14377;TRUE;23.4505;27.5147;FALSE;241.1681965;-0.000611085;7.82E-08;0.097398531
14378;FALSE;;;;;;;
14379;TRUE;29.1428;29.6321;FALSE;29.06588005;-0.000863048;9.20E-08;0.011886761
14380;TRUE;27.7508;19.8147;FALSE;163.9409166;-0.000549957;8.25E-08;0.066650204
